actionAcceptedList0;actionAcceptedList1;actionAcceptedList2;actionAcceptedList3;[step];averageWaitingAction1;averageWaitingAction2;averageWaitingAction3;totalwaitingtime
12;123;23;13;487;5,371794871794871;13;15,285714285714286;11,21916971916972
123;1;23;123;496;6,612244897959184;11,136363636363637;15,909090909090908;11,219233147804575
1;123;123;12;493;5,225165562913907;8,44;20;11,221721854304635
123;123;12;1;487;5,074324324324325;11,592592592592593;17;11,222305638972307
13;123;12;12;486;5,576158940397351;11,291666666666666;16,8;11,222608535688005
23;12;13;123;487;6,965034965034965;12,206896551724139;14,5;11,223977172253035
2;13;1;123;487;6,664335664335664;14,03125;13;11,231861888111888
1;123;12;23;487;5,326530612244898;11,037037037037036;17,333333333333332;11,23230032753842
123;13;12;12;496;5,755102040816326;10,5;17,444444444444443;11,23318216175359
13;23;12;13;487;6,086956521739131;13,214285714285714;14,4;11,233747412008283
13;12;23;1;486;6,044585987261146;13,823529411764707;13,833333333333334;11,23381624411973
123;123;12;2;500;6,813793103448276;10,035714285714286;16,857142857142858;11,235550082101804
13;12;23;12;505;8,417808219178083;10,3;15;11,239269406392694
23;12;13;1;487;6,1824324324324325;10,285714285714286;17,25;11,23938223938224
12;13;123;1;485;5,7368421052631575;11,32;16,666666666666668;11,241169590643276
12;3;13;12;490;7,566666666666666;12,16;14;11,242222222222223
13;12;123;123;486;6,688405797101449;12,294117647058824;14,75;11,244174481386757
2;123;13;1;486;7,662251655629139;8,875;17,2;11,245750551876379
12;13;123;13;491;5,8389261744966445;12,041666666666666;15,857142857142858;11,24591189943539
12;123;123;123;496;5,875;9,533333333333333;18,333333333333332;11,247222222222222
12;123;1;13;495;5,777777777777778;11,16;16,818181818181817;11,251986531986532
123;123;13;123;487;5,5793103448275865;10,185185185185185;18;11,254831843337591
1;123;13;23;487;5,778523489932886;13,708333333333334;14,285714285714286;11,257523702993502
23;123;12;12;486;6,829931972789115;10,206896551724139;16,75;11,262276174837751
12;123;13;123;487;6,473684210526316;11,318181818181818;16;11,263955342902712
23;123;123;12;486;6,675324675324675;10,117647058823529;17;11,264323911382734
123;13;1;23;486;5,618421052631579;11,3;16,875;11,264473684210527
123;2;13;1;490;6,582191780821918;12,214285714285714;15;11,26549249836921
123;23;1;13;487;6,1866666666666665;12,615384615384615;15;11,267350427350427
13;123;12;123;490;5,612244897959184;10,416666666666666;17,77777777777778;11,268896447467876
123;23;1;13;488;4,987341772151899;12,833333333333334;16;11,27355836849508
2;13;13;12;487;7,0131578947368425;10,523809523809524;16,285714285714285;11,274227234753551
12;123;123;23;487;6,75;9,576923076923077;17,5;11,275641025641027
13;123;123;23;487;6,164285714285715;11,666666666666666;16;11,276984126984127
123;13;1;23;497;5,727891156462585;11,24;16,875;11,280963718820862
123;123;12;12;485;5,875816993464053;10,473684210526315;17,5;11,283167067996791
23;12;123;12;487;5,968553459119497;10,555555555555555;17,333333333333332;11,285814116002795
23;13;13;12;493;5,333333333333333;12,548387096774194;16;11,293906810035843
1;12;13;123;487;5,516778523489933;11,76923076923077;16,6;11,2953364309069
13;13;123;123;486;5,912162162162162;14,592592592592593;13,4;11,301584918251585
23;1;12;13;485;6,544117647058823;11,36111111111111;16;11,301742919389978
13;23;123;13;489;7,945945945945946;11,96;14;11,301981981981982
12;13;12;23;487;8,237762237762238;9,838709677419354;15,833333333333334;11,303268416171642
12;12;3;13;485;7,85;10,666666666666666;15,4;11,305555555555555
12;23;123;23;489;12,651315789473685;7,65;13,625;11,30877192982456
1;2;123;13;485;6,967532467532467;10,3;16,666666666666668;11,31139971139971
12;23;23;123;489;10,733333333333333;8,708333333333334;14,5;11,313888888888888
23;13;13;2;485;11,758169934640524;10,19047619047619;12;11,316215375038903
13;12;123;1;485;5,897260273972603;10,72;17,333333333333332;11,316864535768644
2;13;13;123;485;7,2272727272727275;10,11111111111111;16,625;11,321127946127945
13;23;1;12;488;6,074829931972789;12,555555555555555;15,333333333333334;11,321239606953894
2;13;12;13;486;6,298701298701299;10;17,666666666666668;11,321789321789323
1;123;123;13;487;5,834482758620689;11,692307692307692;16,444444444444443;11,323744965124275
13;123;123;12;486;5,5;10,35;18,125;11,325000000000001
123;23;13;13;486;5,99290780141844;15,125;12,857142857142858;11,3250168861871
1;12;23;123;485;5,440789473684211;9,541666666666666;19;11,32748538011696
12;3;23;1;487;10,844594594594595;14,142857142857142;9;11,329150579150578
123;13;12;12;487;5,5;9,689655172413794;18,8;11,329885057471264
12;13;23;12;485;6,3933333333333335;11,8;15,8;11,331111111111113
2;13;13;12;485;6,809859154929577;12,517241379310345;14,666666666666666;11,33125573363553
123;12;123;2;485;6,913333333333333;12,083333333333334;15;11,332222222222223
123;2;13;13;485;9,27027027027027;9,227272727272727;15,5;11,33251433251433
123;13;123;23;486;5,873239436619718;11,838709677419354;16,285714285714285;11,332554466584453
123;123;12;13;486;6;11,5;16,5;11,333333333333334
123;12;1;23;485;5,617834394904459;12,05;16,333333333333332;11,333722576079262
123;123;23;13;496;5,468531468531468;11,9375;16,6;11,335343822843823
2;12;13;123;490;6,198630136986301;11,642857142857142;16,166666666666668;11,336051315503369
23;12;1;123;487;6,8671328671328675;10,433333333333334;16,714285714285715;11,338250638250637
123;2;123;1;486;6,516778523489933;13,5;14;11,338926174496644
123;123;12;2;495;5,979310344827586;10,206896551724139;17,833333333333332;11,339846743295018
23;13;1;123;486;6,521428571428571;11,375;16,125;11,34047619047619
13;12;123;13;486;6,802721088435374;12,521739130434783;14,7;11,341486739623386
123;3;1;12;486;9,072368421052632;14,238095238095237;10,714285714285714;11,341583124477863
123;123;123;13;487;6,664285714285715;11;16,363636363636363;11,342640692640693
123;13;13;12;490;6,979020979020979;13,607142857142858;13,444444444444445;11,343536093536095
13;1;12;123;488;5,467625899280575;12,705882352941176;15,857142857142858;11,343550369788204
123;12;12;23;487;5,4144736842105265;10,904761904761905;17,714285714285715;11,34450710108605
123;12;23;13;485;7,427631578947368;10,272727272727273;16,333333333333332;11,344564061669326
123;123;13;1;486;5,815789473684211;12,1;16,125;11,346929824561405
13;13;2;12;486;7,489208633093525;13,21875;13,333333333333334;11,347097322142288
1;13;123;23;486;6,605442176870748;11,689655172413794;15,75;11,348365783094849
13;12;123;2;486;7,98051948051948;9,4;16,666666666666668;11,34906204906205
12;123;13;123;486;4,960264900662252;12,2;16,88888888888889;11,34971792985038
123;12;1;23;486;5,571428571428571;11,481481481481481;17;11,350970017636683
1;123;123;12;487;5,625;11,714285714285714;16,714285714285715;11,351190476190476
123;12;23;12;486;6;10,88888888888889;17,166666666666668;11,351851851851853
12;13;123;1;485;6,49645390070922;12,9;14,666666666666666;11,354373522458628
12;13;123;12;486;5,715277777777778;11,352941176470589;17;11,356072984749455
123;23;1;1;486;6,28;12,4;15,4;11,36
123;123;1;123;487;6,226666666666667;10,857142857142858;17;11,36126984126984
13;13;12;23;485;5,4;12,26086956521739;16,428571428571427;11,363146997929604
123;123;2;1;486;7,475524475524476;11,9;14,714285714285714;11,363270063270063
13;12;23;123;486;6,953333333333333;10,434782608695652;16,714285714285715;11,367467218771566
123;13;12;1;491;6,315436241610739;12,454545454545455;15,333333333333334;11,36777167649651
13;23;1;12;485;5,743421052631579;13,565217391304348;14,8;11,369546147978644
1;1;123;23;487;5,677852348993288;10,931034482758621;17,5;11,369628943917304
12;13;123;23;485;5,873333333333333;10,04;18,2;11,37111111111111
2;123;13;123;485;7,871621621621622;10,076923076923077;16,166666666666668;11,371737121737121
13;12;13;123;493;6,10738255033557;8,681818181818182;19,333333333333332;11,37417802182903
13;23;123;12;485;6,03921568627451;9,75;18,333333333333332;11,374183006535949
13;12;13;2;485;5,993288590604027;13,73076923076923;14,4;11,374685940457752
23;12;13;13;486;7,303448275862069;10,821428571428571;16;11,374958949096879
3;123;12;1;487;8,3;15,076923076923077;10,75;11,375641025641025
12;1;13;123;486;5,2709677419354835;9;19,857142857142858;11,376036866359447
13;123;2;123;485;5,7935483870967746;12,588235294117647;15,75;11,377261227071473
23;13;123;13;485;6,277027027027027;13,607142857142858;14,25;11,378056628056628
13;13;2;123;486;6,232876712328767;14,107142857142858;13,833333333333334;11,39111763426832
13;1;12;23;485;6,246835443037975;10,9375;17;11,394778481012658
13;12;23;1;493;5,295302013422819;11,148148148148149;17,75;11,397816720523656
13;123;2;1;487;7,282894736842105;10,91304347826087;16;11,39864607170099
12;2;23;123;489;9,70138888888889;10,096774193548388;14,4;11,399387694145759
123;12;3;123;486;9,448275862068966;10,178571428571429;14,571428571428571;11,399425287356323
123;2;12;23;489;15,071895424836601;8,130434782608695;11;11,4007767358151
123;12;13;12;486;6,006369426751593;11,2;17;11,402123142250531
1;23;123;123;487;7,177304964539007;11,441176470588236;15,6;11,406160478375748
123;13;12;13;486;5,589403973509934;11,130434782608695;17,5;11,40661291870621
12;23;123;123;485;6,360544217687075;10,36;17,5;11,40684807256236
12;13;13;123;485;5,966666666666667;11,80952380952381;16,444444444444443;11,406878306878307
123;1;2;123;487;6,613793103448276;10,892857142857142;16,714285714285715;11,406978653530379
12;12;13;123;487;5,554794520547945;11;17,666666666666668;11,407153729071538
23;23;123;123;489;11,229166666666666;9,777777777777779;13,222222222222221;11,409722222222221
23;12;13;123;491;5,699300699300699;11,833333333333334;16,714285714285715;11,415639915639915
12;3;1;123;493;7,130718954248366;13,285714285714286;13,833333333333334;11,416588857765328
2;23;13;123;486;12,966442953020135;10,285714285714286;11;11,417385746244806
123;123;123;23;485;5,878378378378378;11,75;16,625;11,417792792792794
1;23;12;123;487;6,315068493150685;11,576923076923077;16,375;11,422330523357921
12;13;1;123;486;5,810457516339869;10,6;17,857142857142858;11,422533457827575
12;13;123;1;485;5,568493150684931;13,2;15,5;11,42283105022831
123;13;123;13;490;6,8768115942028984;12,09375;15,3;11,423520531400968
123;123;12;12;486;5,681528662420382;10,842105263157896;17,75;11,424544641859427
12;1;23;13;491;5,97986577181208;11,3;17;11,426621923937361
123;123;123;2;487;7,093959731543624;10,52;16,666666666666668;11,426875466070095
23;123;1;123;487;6,3061224489795915;12,6;15,375;11,42704081632653
12;123;12;13;485;5,261437908496732;9,45;19,571428571428573;11,427622159975101
23;12;123;1;487;6,625;10,258064516129032;17,4;11,42768817204301
1;12;123;23;486;5,928104575163399;12,608695652173912;15,75;11,428933409112437
2;1;123;123;485;6,6797385620915035;10,409090909090908;17,2;11,42960982372747
13;123;12;23;485;6,041379310344827;12;16,25;11,430459770114942
123;23;13;123;497;7,363013698630137;12,192307692307692;14,75;11,435107130312609
12;123;13;2;490;5,789115646258503;11,23076923076923;17,285714285714285;11,435199720914007
23;12;123;12;487;6,7379310344827585;10,142857142857142;17,428571428571427;11,436453201970442
123;23;12;12;485;7,442953020134228;8,866666666666667;18;11,436539895600298
23;1;13;123;486;6,214765100671141;13,347826086956522;14,75;11,437530395875887
23;12;12;123;485;6,814102564102564;12;15,5;11,438034188034187
23;12;13;12;493;7,06993006993007;12,580645161290322;14,666666666666666;11,43908063262902
13;12;23;13;485;6,322368421052632;17;11;11,44078947368421
12;12;123;123;485;5,34640522875817;9,882352941176471;19,1;11,442919389978215
23;12;123;123;486;7,12751677852349;11,703703703703704;15,5;11,443740160742399
12;13;123;2;486;7,093333333333334;8,95;18,3;11,447777777777778
2;12;23;13;485;13,788732394366198;8,969696969696969;11,6;11,452809788021057
123;23;12;13;485;8,23448275862069;11,125;15;11,45316091954023
123;12;13;1;487;5,424657534246576;12,518518518518519;16,428571428571427;11,457249160445508
12;2;13;13;485;5,589041095890411;12,925925925925926;15,857142857142858;11,457369959653064
123;1;13;123;487;5,61437908496732;12,26086956521739;16,5;11,458416216728237
123;12;13;12;487;6,789115646258503;12,25925925925926;15,333333333333334;11,460569412950365
13;13;123;2;486;7,132075471698113;10,25;17;11,460691823899372
12;123;23;123;486;7,416666666666667;9,827586206896552;17,142857142857142;11,462370005473455
12;23;12;123;486;5,633802816901408;9,481481481481481;19,272727272727273;11,462670523703387
123;123;123;123;486;5,821917808219178;12,571428571428571;16;11,464448793215917
23;1;23;123;486;12,37062937062937;9,625;12,4;11,46520979020979
3;13;123;12;487;8,360544217687075;12,25;13,8;11,470181405895692
1;123;23;13;485;5,65359477124183;12,26086956521739;16,5;11,471488112153073
1;13;2;123;486;6,691780821917808;9,428571428571429;18,307692307692307;11,47601485272718
123;123;12;123;493;6;10;18,428571428571427;11,476190476190476
23;1;1;123;486;6,274647887323944;10,857142857142858;17,3;11,477263581488934
123;12;13;123;485;6,433566433566433;11;17;11,477855477855478
123;123;123;3;485;7,66887417218543;10,1;16,666666666666668;11,4785136129507
123;2;123;13;487;5,843537414965986;12,933333333333334;15,666666666666666;11,481179138321997
12;1;13;123;486;5,5524475524475525;11,151515151515152;17,75;11,484654234654235
13;12;123;123;485;7,097222222222222;12,28;15,090909090909092;11,489377104377105
12;123;123;1;497;5,931972789115647;10,37037037037037;18,166666666666668;11,489669942050895
2;12;123;13;487;6,828025477707007;11,894736842105264;15,75;11,490920773270757
12;123;123;23;495;6,538461538461538;11,1875;16,75;11,49198717948718
1;123;13;12;497;5,633986928104576;13,045454545454545;15,8;11,49314715785304
13;1;23;23;485;14,76;9,12;10,6;11,493333333333332
12;13;1;123;485;5,625850340136054;12,862068965517242;16;11,495973101884431
12;123;123;3;489;9,007194244604317;13,083333333333334;12,4;11,496842525979217
1;23;2;123;485;13,723684210526315;8,272727272727273;12,5;11,498803827751196
123;1;12;13;487;6,098039215686274;11,4;17;11,499346405228758
23;23;1;123;485;18,358490566037737;8,75;7,4;11,502830188679246
13;123;1;123;487;5,457746478873239;14,71875;14,333333333333334;11,503276604068859
123;12;12;123;485;5,248275862068965;10,066666666666666;19,2;11,504980842911877
23;123;1;123;485;7,233333333333333;10,909090909090908;16,375;11,50580808080808
13;123;12;123;491;6,419580419580419;12,407407407407407;15,7;11,508995942329273
123;123;13;12;487;4,80503144654088;10,38888888888889;19,333333333333332;11,509084556254367
12;13;123;1;489;4,713235294117647;13,371428571428572;16,444444444444443;11,509702769996887
123;13;12;2;497;5,993197278911564;12,04;16,5;11,511065759637189
123;12;3;123;486;8,169934640522875;13,181818181818182;13,2;11,517250940780352
123;2;12;123;487;7,430555555555555;11,466666666666667;15,666666666666666;11,521296296296297
12;12;23;13;487;5,8108108108108105;12,266666666666667;16,5;11,525825825825827
12;12;23;13;487;6,523489932885906;11,392857142857142;16,666666666666668;11,527671247469906
123;12;123;13;486;6,389261744966443;12,2;16;11,529753914988815
1;12;23;123;486;6,506849315068493;15,333333333333334;12,75;11,53006088280061
123;23;12;13;486;6,301470588235294;10,125;18,166666666666668;11,531045751633988
12;123;23;13;489;5,719424460431655;11,875;17;11,531474820143885
13;2;123;13;495;6,193333333333333;13,130434782608695;15,285714285714286;11,536494133885439
12;13;23;13;485;6,708333333333333;13,217391304347826;14,692307692307692;11,539344109996284
123;23;12;13;485;7,279220779220779;10,090909090909092;17,25;11,540043290043291
123;2;13;123;491;6,611510791366906;11,857142857142858;16,166666666666668;11,545106771725477
12;12;23;13;489;7,202702702702703;13,26923076923077;14,166666666666666;11,546200046200047
123;2;123;1;486;7,108695652173913;10,878787878787879;16,666666666666668;11,551383399209486
13;13;123;12;490;5,884353741496598;13,52;15,25;11,551451247165533
23;1;23;123;487;13,625;8,863636363636363;12,166666666666666;11,551767676767676
123;13;2;13;485;6,671052631578948;13,32;14,666666666666666;11,552573099415206
23;13;123;13;486;7;11,380952380952381;16,285714285714285;11,555555555555555
23;123;1;12;486;7,404109589041096;12,181818181818182;15,083333333333334;11,556420368064204
12;123;123;13;487;5,151315789473684;11,363636363636363;18,166666666666668;11,560539606592238
123;23;23;1;486;13,414473684210526;9,869565217391305;11,4;11,561346300533943
12;13;13;12;485;4,946308724832215;12,538461538461538;17,2;11,561590087764586
123;23;1;12;485;7,7898550724637685;12,513513513513514;14,4;11,567789528659093
12;13;12;123;487;5,613793103448276;11,423076923076923;17,666666666666668;11,567845564397288
123;12;13;23;487;5,455172413793103;11,535714285714286;17,714285714285715;11,568390804597703
13;1;12;123;485;5,751677852348993;13,222222222222221;15,75;11,574633358190406
123;1;1;23;492;5,426666666666667;11,869565217391305;17,428571428571427;11,574934437543133
123;1;23;12;486;5,772151898734177;10,625;18,333333333333332;11,576828410689169
123;123;13;123;485;6,483221476510067;11,541666666666666;16,714285714285715;11,579724619154149
13;123;1;123;488;6,355704697986577;10,88888888888889;17,5;11,581531195625155
12;123;23;123;488;5,292993630573249;8,952380952380953;20,5;11,581791527651399
23;1;13;12;487;6,312925170068027;13,035714285714286;15,4;11,582879818594103
123;1;13;23;488;5,582781456953643;12;17,166666666666668;11,583149374540104
